date, source-uuid, orig-data, commodity-1, quantity-1, unit-1, commodity-2, quantity-2, unit-2,
1909-04-06,C203B9AC-A2ED-443C-B665-4FBD9B080B5B,Ps 45 for *al-mafrūq*,flour,1,wazana,currency,45,ops,
1910-04-12,B28957B7-4CDA-4EE4-86E0-595AF9D4A9AE,wazana (talent) | 1st class flour | 60 |,flour,1,wazana,currency,60,ops,
1910-04-12,B28957B7-4CDA-4EE4-86E0-595AF9D4A9AE,wazana | farkha class | 59 |,flour,1,wazana,currency,59,ops,
1910-04-12,B28957B7-4CDA-4EE4-86E0-595AF9D4A9AE,wazana | 2nd class | 56 |,flour,1,wazana,currency,56,ops,
1910-04-13,473D5E56-CCB2-4615-ADA2-990D863FFDF7,wazana (talent) | 1st class flour | 60 |,flour,1,wazana,currency,60,ops,
1910-04-13,473D5E56-CCB2-4615-ADA2-990D863FFDF7,wazana | farkha class | 59 |,flour,1,wazana,currency,59,ops,
1910-04-13,473D5E56-CCB2-4615-ADA2-990D863FFDF7,wazana | 2nd class | 56 |,flour,1,wazana,currency,56,ops,
1910-04-14,BE43E149-F7A1-4D2C-84DF-6281A28A8815,wazana (talent) | 1st class flour | 60 |,flour,1,wazana,currency,60,ops,
1910-04-14,BE43E149-F7A1-4D2C-84DF-6281A28A8815,wazana | farkha class | 59 |,flour,1,wazana,currency,59,ops,
1910-04-14,BE43E149-F7A1-4D2C-84DF-6281A28A8815,wazana | 2nd class | 56 |,flour,1,wazana,currency,56,ops,
1910-04-16,EAAD1EA6-4CF2-44AC-A70C-16B08D61C9C7,wazana (talent) | 1st class flour | 60 |,flour,1,wazana,currency,60,ops,
1910-04-16,EAAD1EA6-4CF2-44AC-A70C-16B08D61C9C7,wazana | farkha class | 59 |,flour,1,wazana,currency,59,ops,
1910-04-16,EAAD1EA6-4CF2-44AC-A70C-16B08D61C9C7,wazana | 2nd class | 56 |,flour,1,wazana,currency,56,ops,
1910-04-17,C960D1E4-BE64-4627-928C-1860313E0D27,wazana (talent) | 1st class flour | 60 |,flour,1,wazana,currency,60,ops,
1910-04-17,C960D1E4-BE64-4627-928C-1860313E0D27,wazana | farkha class | 59 |,flour,1,wazana,currency,59,ops,
1910-04-17,C960D1E4-BE64-4627-928C-1860313E0D27,wazana | 2nd class | 56 |,flour,1,wazana,currency,56,ops,
1910-04-18,4198475D-F11F-4DD1-A20F-07902EC29142,wazana (talent) | 1st class flour | 60 |,flour,1,wazana,currency,60,ops,
1910-04-18,4198475D-F11F-4DD1-A20F-07902EC29142,wazana | farkha class | 59 |,flour,1,wazana,currency,59,ops,
1910-04-18,4198475D-F11F-4DD1-A20F-07902EC29142,wazana | 2nd class | 56 |,flour,1,wazana,currency,56,ops,
1910-04-19,EE6E6CF7-31D4-4D35-A8F0-FCECDD76F08D,wazana (talent) | 1st class flour | 60 |,flour,1,wazana,currency,60,ops,
1910-04-19,EE6E6CF7-31D4-4D35-A8F0-FCECDD76F08D,wazana | farkha class | 59 |,flour,1,wazana,currency,59,ops,
1910-04-19,EE6E6CF7-31D4-4D35-A8F0-FCECDD76F08D,wazana | 2nd class | 56 |,flour,1,wazana,currency,56,ops,
1910-04-20,8C46F237-2C71-4AAA-ADE4-458A98146ECE,wazana (talent) | 1st class flour | 60 |,flour,1,wazana,currency,60,ops,
1910-04-20,8C46F237-2C71-4AAA-ADE4-458A98146ECE,wazana | farkha class | 59 |,flour,1,wazana,currency,59,ops,
1910-04-20,8C46F237-2C71-4AAA-ADE4-458A98146ECE,wazana | 2nd class | 56 |,flour,1,wazana,currency,56,ops,
1910-04-21,4EEAF267-A2EE-48F7-9D84-9CB7820533EB,wazana | 1st class flour | 60,flour,1,wazana,currency,60,ops,
1910-04-21,4EEAF267-A2EE-48F7-9D84-9CB7820533EB,wazana | farkha class | 59,flour,1,wazana,currency,59,ops,
1910-04-21,4EEAF267-A2EE-48F7-9D84-9CB7820533EB,wazana | 2nd class | 57,flour,1,wazana,currency,57,ops,
1910-04-23,0A56DC6E-6872-45DE-B111-62FA1929BC2D,wazana | 1st class flour | 60,flour,1,wazana,currency,60,ops,
1910-04-23,0A56DC6E-6872-45DE-B111-62FA1929BC2D,wazana | farkha class | 59,flour,1,wazana,currency,59,ops,
1910-04-23,0A56DC6E-6872-45DE-B111-62FA1929BC2D,wazana | 2nd class | 57,flour,1,wazana,currency,57,ops,
1910-04-24,8A936191-3329-4B13-8B8B-5AFB30FC32D7,wazana | 1st class flour | 60,flour,1,wazana,currency,60,ops,
1910-04-24,8A936191-3329-4B13-8B8B-5AFB30FC32D7,wazana | farkha class | 59,flour,1,wazana,currency,59,ops,
1910-04-24,8A936191-3329-4B13-8B8B-5AFB30FC32D7,wazana | 2nd class | 57,flour,1,wazana,currency,57,ops,
1910-04-25,7E356A0B-55A0-4FCD-8C80-FA45F256286E,wazana | 1st class flour | 60,flour,1,wazana,currency,60,ops,
1910-04-25,7E356A0B-55A0-4FCD-8C80-FA45F256286E,- | farkha class | 59,flour,1,wazana,currency,59,ops,
1910-04-25,7E356A0B-55A0-4FCD-8C80-FA45F256286E,- | 2nd class | 57,flour,1,wazana,currency,57,ops,
1910-04-26,46B7F96F-E72B-4F3E-ADC1-7764B0076774,wazana | 1st class flour | 60,flour,1,wazana,currency,60,ops,
1910-04-26,46B7F96F-E72B-4F3E-ADC1-7764B0076774,- | farkha class | 59,flour,1,wazana,currency,59,ops,
1910-04-26,46B7F96F-E72B-4F3E-ADC1-7764B0076774,- | 2nd class | 57,flour,1,wazana,currency,57,ops,
1910-04-27,94305A2D-5266-4D28-80C6-5A6D1FCF567B,wazana | 1st class flour | 60,flour,1,wazana,currency,60,ops,
1910-04-27,94305A2D-5266-4D28-80C6-5A6D1FCF567B,- | farkha class | 59,flour,1,wazana,currency,59,ops,
1910-04-27,94305A2D-5266-4D28-80C6-5A6D1FCF567B,- | 2nd class | 57,flour,1,wazana,currency,57,ops,
1910-04-30,0DCA6B88-F351-43AE-B1B3-2FAD01B4ACA4,wazana | 1st class flour | 60,flour,1,wazana,currency,60,ops,
1910-04-30,0DCA6B88-F351-43AE-B1B3-2FAD01B4ACA4,- | farkha class | 59,flour,1,wazana,currency,59,ops,
1910-04-30,0DCA6B88-F351-43AE-B1B3-2FAD01B4ACA4,- | 2nd class | 57,flour,1,wazana,currency,57,ops,
1910-05-01,58939E13-0613-41E3-BA5A-585653B624FE,wazana | 1st class flour | 60,flour,1,wazana,currency,60,ops,
1910-05-01,58939E13-0613-41E3-BA5A-585653B624FE,- | farkha class | 59,flour,1,wazana,currency,59,ops,
1910-05-01,58939E13-0613-41E3-BA5A-585653B624FE,- | 2nd class | 57,flour,1,wazana,currency,57,ops,
1910-05-02,BF868648-22FE-46B4-8D48-3F5D899B6D94,wazana | 1st class flour | 60,flour,1,wazana,currency,60,ops,
1910-05-02,BF868648-22FE-46B4-8D48-3F5D899B6D94,- | farkha class | 59,flour,1,wazana,currency,59,ops,
1910-05-02,BF868648-22FE-46B4-8D48-3F5D899B6D94,- | 2nd class | 57,flour,1,wazana,currency,57,ops,
1910-05-31,7A0CBB18-2268-4F17-8C10-1534EF2A024B,buying flour in the Ḥawrān; where they pay PS 20 for the madd,flour,1,kile,currency,40,ops,
1910-05-05,0C02D37B-01D9-4378-BF5B-0DB6A730BE13,wazana | 1st class flour | 60,flour,1,wazana,currency,60,ops,
1910-05-05,0C02D37B-01D9-4378-BF5B-0DB6A730BE13,- | farkha class | 59,flour,1,wazana,currency,59,ops,
1910-05-05,0C02D37B-01D9-4378-BF5B-0DB6A730BE13,- | 2nd class | 57,flour,1,wazana,currency,57,ops,
1910-05-09,54381D87-372F-4C89-8ADC-31D0CA570164,wazana | 1st class flour | 60,flour,1,wazana,currency,60,ops,
1910-05-09,54381D87-372F-4C89-8ADC-31D0CA570164,- | farkha class | 59,flour,1,wazana,currency,59,ops,
1910-05-09,54381D87-372F-4C89-8ADC-31D0CA570164,- | 2nd class | 57,flour,1,wazana,currency,57,ops,
1910-08-30,DDD077AA-5977-4BA4-B99E-FEE51256200C,57 | talent (wazana) of flour al-nāʿima,flour,1,wazana,currency,57,ops,
1910-08-30,DDD077AA-5977-4BA4-B99E-FEE51256200C,55 | " " al-farkha,flour,1,wazana,currency,55,ops,
1910-08-30,DDD077AA-5977-4BA4-B99E-FEE51256200C,50 | " " ikinci,flour,1,wazana,currency,50,ops,
1910-08-30,DDD077AA-5977-4BA4-B99E-FEE51256200C,40 | " " mafrūq ṭayyib,flour,1,wazana,currency,40,ops,
1913-03-02,3415153F-102D-41E5-9B72-076E4ADF427C,now it is Ps 3"60 for a wazana of flour,flour,1,wazana,currency,4.5,ops,
1914-10-16,96E665E4-704F-48FF-BBE5-220720EA214A,raṭl of superb flour: Ps 4"20,flour,1,ratl,currency,4.5,ops,
1914-10-16,96E665E4-704F-48FF-BBE5-220720EA214A,flour no.1: Ps 4,flour,1,ratl,currency,4,ops,
1914-10-16,96E665E4-704F-48FF-BBE5-220720EA214A,medium flour: Ps 3"30,flour,1,ratl,currency,3.75,ops,
1914-10-16,96E665E4-704F-48FF-BBE5-220720EA214A,baladi flour: Ps 3"10,flour,1,ratl,currency,3.25,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,flour; soft | wazana | | 60,flour,1,wazana,currency,60,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,flour; soft | raṭl | 5 |,flour,1,ratl,currency,5,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,flour; poultry | wazana | | 59"10,flour,1,wazana,currency,59.25,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,flour; poultry | raṭl | 5 |,flour,1,ratl,currency,5,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,flour; second class | wazana | | 55"10,flour,1,wazana,currency,55.25,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,flour; second class | raṭl | 4"25 |,flour,1,ratl,currency,4.63,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,flour of lupine | wazana | | 51"10,flour,1,wazana,currency,51.25,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,flour of lupine | raṭl | 4"15 |,flour,1,ratl,currency,4.38,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,al-ṭaḥīn al-mafrūq | wazana | | 49"20,flour,1,wazana,currency,49.5,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,al-ṭaḥīn al-mafrūq | raṯl | 4"10 |,flour,1,raṯl,currency,4.25,ops,
1915-05-15,FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7,the soft variety (*al-nāʾima al-ʿāl*) | 55,flour,1,wazana,currency,55,ops,
1915-05-15,FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7,the poultry variety (*al-farkha al-ʿāl*) | 54,flour,1,wazana,currency,54,ops,
1915-05-15,FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7,second grade | 49,flour,1,wazana,currency,49,ops,
1915-05-15,FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7,crushed / flour of lupine (*al-diqāq*) | 44,flour,1,wazana,currency,44,ops,
1915-07-31,BD075ACF-87C2-4663-891C-4DC1868C197C,the soft variety (*al-nāʾima al-ʿāl*) | 49,flour,1,wazana,currency,49,ops,
1915-07-31,BD075ACF-87C2-4663-891C-4DC1868C197C,the poultry variety (*al-farkha al-ʿāl*) | 48,flour,1,wazana,currency,48,ops,
1915-07-31,BD075ACF-87C2-4663-891C-4DC1868C197C,second grade | 43,flour,1,wazana,currency,43,ops,
1915-07-31,BD075ACF-87C2-4663-891C-4DC1868C197C,crushed / flour of lupine (*al-diqāq*) | 37,flour,1,wazana,currency,37,ops,
1918-05-06,6CE06AF0-64FD-4C7F-9D7B-81A34074A9DF,Der jetzige tägliche Verpflegungssatz beträgt für die Frontsoldaten (hochgerechnet etwa 50000 Mann) 500 g Mehl; 200 g Gemüse und Fleisch,ration,1,day,flour,500,gr,vegetables meat,200,gr,
1918-05-06,6CE06AF0-64FD-4C7F-9D7B-81A34074A9DF,ein einheitlicher täglicher Verpflegungssatz von 750 g Mehl pro Kopf,flour,750,gr,ration,1,day,
