"schema.date","duration","schema.Place","source","orig.data","commodity","quantity","unit","price.min","currency","price.max","X","schema.latitude","schema.longitude","schema.language","schema.identifier","year","quarter","month","week","date.common","month.common","price.avg","dm.min","dm.max","dm.avg","dmp.min","dmp.max","dmp.avg"
1859-12-29,"P7D","Beirut","CFC63F55-2B97-4EE1-A35E-D8C34065DB87","Cypriot wheat: Ps 30 to 31","wheat",1,"kile",30,"ops",31,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1859-01-01,1859-10-01,1859-12-01,1859-12-26,2000-12-28,2000-12-01,30.5,-9.270727340473,-13.6441993464052,-10.2435519723338,-23.6072208698779,-30.5620876757954,-25.141529092234
1860-01-01,"P7D","Aleppo","226DCF23-CF34-4000-B441-B886E11607E5","prices started at Ps 59 for a shunbul of 2;5 Istanbul kiles","wheat",1,"kile",23.6,"ops",NA,"",36.20124,37.16117,"en","https://www.geonames.org/170063",1860-01-01,1860-01-01,1860-01-01,1859-12-26,2000-01-01,2000-01-01,23.6,-15.670727340473,NA,-17.1435519723338,-39.904347084304,NA,-42.0767241500565
1860-01-05,"P7D","Beirut","F81C9FC7-8D60-41F8-9485-07E831FE7FB2","Egyptian wheat: Ps 31 to 32","wheat",1,"kile",31,"ops",32,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1860-01-01,1860-01-01,1860-01-01,1860-01-02,2000-01-05,2000-01-01,31.5,-8.270727340473,-12.6441993464052,-9.24355197233378,-21.0607948988739,-28.3221550201759,-22.6871529968974
1860-01-05,"P7D","Beirut","F81C9FC7-8D60-41F8-9485-07E831FE7FB2","tujārī wheat: Ps 28 to 30","wheat",1,"kile",28,"ops",30,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1860-01-01,1860-01-01,1860-01-01,1860-01-02,2000-01-05,2000-01-01,29,-11.270727340473,-14.6441993464052,-11.7435519723338,-28.7000728118861,-32.8020203314149,-28.8230932352389
1860-01-05,"P7D","Beirut","F81C9FC7-8D60-41F8-9485-07E831FE7FB2","wheat from the Ḥawrān: Ps 38 to 40","wheat",1,"kile",38,"ops",40,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1860-01-01,1860-01-01,1860-01-01,1860-01-02,2000-01-05,2000-01-01,39,-1.270727340473,-4.64419934640523,-1.74355197233378,-3.23581310184538,-10.4026937752198,-4.27933228187298
1860-01-05,"P7D","Beirut","F81C9FC7-8D60-41F8-9485-07E831FE7FB2","Cypriot wheat: Ps 30 to 31","wheat",1,"kile",30,"ops",31,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1860-01-01,1860-01-01,1860-01-01,1860-01-02,2000-01-05,2000-01-01,30.5,-9.270727340473,-13.6441993464052,-10.2435519723338,-23.6072208698779,-30.5620876757954,-25.141529092234
1860-01-12,"P7D","Beirut","E045F02C-A8CC-4B36-86CF-FB1092AEE79D","Egyptian wheat: Ps 31 to 32","wheat",1,"kile",31,"ops",32,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1860-01-01,1860-01-01,1860-01-01,1860-01-09,2000-01-12,2000-01-01,31.5,-8.270727340473,-12.6441993464052,-9.24355197233378,-21.0607948988739,-28.3221550201759,-22.6871529968974
1860-01-12,"P7D","Beirut","E045F02C-A8CC-4B36-86CF-FB1092AEE79D","tujārī wheat: Ps 28 to 30","wheat",1,"kile",28,"ops",30,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1860-01-01,1860-01-01,1860-01-01,1860-01-09,2000-01-12,2000-01-01,29,-11.270727340473,-14.6441993464052,-11.7435519723338,-28.7000728118861,-32.8020203314149,-28.8230932352389
1860-01-12,"P7D","Beirut","E045F02C-A8CC-4B36-86CF-FB1092AEE79D","wheat from the Ḥawrān: Ps 38 to 40","wheat",1,"kile",38,"ops",40,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1860-01-01,1860-01-01,1860-01-01,1860-01-09,2000-01-12,2000-01-01,39,-1.270727340473,-4.64419934640523,-1.74355197233378,-3.23581310184538,-10.4026937752198,-4.27933228187298
1860-01-12,"P7D","Beirut","E045F02C-A8CC-4B36-86CF-FB1092AEE79D","Cypriot wheat: Ps 30 to 31","wheat",1,"kile",30,"ops",31,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1860-01-01,1860-01-01,1860-01-01,1860-01-09,2000-01-12,2000-01-01,30.5,-9.270727340473,-13.6441993464052,-10.2435519723338,-23.6072208698779,-30.5620876757954,-25.141529092234
1872-01-01,"P1Y","Damascus","243D3AEC-773E-450D-A993-A1B8321A3B7D","nursī wheat sold at an average prices of Ps 20 per kile","wheat",1,"kile",20,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1872-01-01,1872-01-01,1872-01-01,1872-01-01,2000-01-01,2000-01-01,20,-19.270727340473,NA,-20.7435519723338,-49.0714805799186,NA,-50.9124780932682
1872-01-01,"P1Y","Damascus","243D3AEC-773E-450D-A993-A1B8321A3B7D","baladī wheat sold at an average prices of Ps 20 per kile","wheat",1,"kile",20,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1872-01-01,1872-01-01,1872-01-01,1872-01-01,2000-01-01,2000-01-01,20,-19.270727340473,NA,-20.7435519723338,-49.0714805799186,NA,-50.9124780932682
1872-01-01,"P1Y","Damascus","243D3AEC-773E-450D-A993-A1B8321A3B7D","wheat from the Ḥawrān sold at an average prices of Ps 20 to Ps 25 per kile","wheat",1,"kile",20,"ops",25,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1872-01-01,1872-01-01,1872-01-01,1872-01-01,2000-01-01,2000-01-01,22.5,-19.270727340473,-19.6441993464052,-18.2435519723338,-49.0714805799186,-44.0016836095124,-44.7765378549267
1876-02-24,"","Homs","615AE820-9A03-4428-A956-FC52EDAE6739","caused a fall in prices of wheat by Ps 30 per Shunbul","wheat",1,"kile",71.1111111111111,"ops",NA,"",34.72682,36.72339,"en","https://www.geonames.org/169577",1876-01-01,1876-01-01,1876-02-01,1876-02-21,2000-02-24,2000-02-01,71.1111111111111,31.8403837706381,NA,30.3675591387773,81.0791801602894,NA,74.5334112239353
1876-02-24,"","Homs","615AE820-9A03-4428-A956-FC52EDAE6739","Ps 115 to 130 per Shunbul of wheat","wheat",1,"kile",51.1111111111111,"ops",57.7777777777778,"",34.72682,36.72339,"en","https://www.geonames.org/169577",1876-01-01,1876-01-01,1876-02-01,1876-02-21,2000-02-24,2000-02-01,54.4444444444444,11.8403837706381,13.1335784313725,13.7008924721107,30.150660740208,29.4183312135713,33.6271429683255
1877-10-16,"","Damascus","E3B44645-F210-4D6E-92FA-136A064A1F9E","the kile (cift) of wheat now costs between Ps 35 and Ps 42","wheat",1,"kile",35,"ops",42,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1877-01-01,1877-10-01,1877-10-01,1877-10-15,2000-10-15,2000-10-01,38.5,-4.270727340473,-2.64419934640523,-2.24355197233378,-10.8750910148576,-5.92282846398082,-5.50652032954128
1877-12-01,"","Damascus","A9818BC2-831C-4278-81C8-2131D128CEF2","price of wheat rising to 48 q per kile although the majlis al-baladiyya tried to set a limit at 40","wheat",1,"kile",40,"ops",48,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1877-01-01,1877-10-01,1877-12-01,1877-11-26,2000-11-30,2000-11-01,44,0.729272659526998,3.35580065359477,3.25644802766622,1.85703884016276,7.5167674697362,7.99254819480997
1877-12-15,"","Damascus","97477662-C07F-413F-8F0F-0D3708144F1B","4 months ago wheat cost 40 q/cift and less","wheat",1,"kile",40,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1877-01-01,1877-10-01,1877-12-01,1877-12-10,2000-12-14,2000-12-01,40,0.729272659526998,NA,-0.743551972333776,1.85703884016276,NA,-1.82495618653639
1877-12-17,"","Damascus","7D851B0E-E902-4C28-BF80-819206920120","42 q per kile for high qualities","wheat",1,"kile",42,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1877-01-01,1877-10-01,1877-12-01,1877-12-17,2000-12-16,2000-12-01,42,2.729272659527,NA,1.25644802766622,6.94989078217089,NA,3.08379600413679
1877-12-17,"","Damascus","7D851B0E-E902-4C28-BF80-819206920120","40 for inferior ones","wheat",1,"kile",40,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1877-01-01,1877-10-01,1877-12-01,1877-12-17,2000-12-16,2000-12-01,40,0.729272659526998,NA,-0.743551972333776,1.85703884016276,NA,-1.82495618653639
1878-01-01,"P1Y","Damascus","A28712A3-602E-4DA7-85DE-88C99CC232FD","wheat averaging 30 to 36 pias. per kilé of Constantinople","wheat",1,"kile",30,"ops",36,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1878-01-01,1878-01-01,1878-01-01,1877-12-31,2000-01-01,2000-01-01,33,-9.270727340473,-8.64419934640523,-7.74355197233378,-23.6072208698779,-19.3624243976979,-19.0055888538925
1878-01-18,"","Jerusalem","D14CCB99-8811-409C-A937-AF80690351AF","ṭabba of wheat (qamaḥ) is sold at a price of Ps 36 to Ps 40","wheat",1,"kile",43.2,"ops",48,"",31.76904,35.21633,"en","https://www.geonames.org/281184",1878-01-01,1878-01-01,1878-01-01,1878-01-14,2000-01-18,2000-01-01,45.6,3.92927265952699,3.35580065359477,4.85644802766622,10.0056019473758,7.5167674697362,11.9195499473485
1878-02-11,"","Damascus","B496B63D-3626-4B70-9226-22FE8CF89769","price of wheat rising to 44-45 q/kile","wheat",1,"kile",44,"ops",45,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1878-01-01,1878-01-01,1878-02-01,1878-02-11,2000-02-11,2000-02-01,44.5,4.729272659527,0.35580065359477,3.75644802766622,12.042742724179,0.796969502877688,9.21973624247826
1878-02-11,"","Damascus","B496B63D-3626-4B70-9226-22FE8CF89769","order to the bawāʾikī (grain wholesale merchants) to sell it for not more than 40","wheat",1,"kile",40,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1878-01-01,1878-01-01,1878-02-01,1878-02-11,2000-02-11,2000-02-01,40,0.729272659526998,NA,-0.743551972333776,1.85703884016276,NA,-1.82495618653639
1878-03-01,"","Damascus","97477662-C07F-413F-8F0F-0D3708144F1B","one and a half months ago it sold at 60","wheat",1,"kile",60,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1878-01-01,1878-01-01,1878-03-01,1878-02-25,2000-02-29,2000-02-01,60,20.729272659527,NA,19.2564480276662,52.7855582602441,NA,47.2625657201954
1878-04-15,"","Damascus","97477662-C07F-413F-8F0F-0D3708144F1B","until it reached 70","wheat",1,"kile",70,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1878-01-01,1878-04-01,1878-04-01,1878-04-15,2000-04-14,2000-04-01,70,30.729272659527,NA,29.2564480276662,78.2498179702848,NA,71.8063266735613
1878-05-13,"","Damascus","3EED1AF4-DF36-4481-AD6C-44C8B9C2D41C","wheat at 35 q/kile;","wheat",1,"kile",35,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1878-01-01,1878-04-01,1878-05-01,1878-05-13,2000-05-12,2000-05-01,35,-4.270727340473,NA,-5.74355197233378,-10.8750910148576,NA,-14.0968366632193
1878-06-06,"","Beirut","43421377-357F-48FC-8DF4-7037A6EB03F1","the new wheat is sold at 42 q/kile in Damascus","wheat",1,"kile",42,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1878-01-01,1878-04-01,1878-06-01,1878-06-03,2000-06-05,2000-06-01,42,2.729272659527,NA,1.25644802766622,6.94989078217089,NA,3.08379600413679
1878-06-26,"","Damascus","C198D4BC-B71A-472F-8FF7-FD614A63D96B","grain (ḥubūb) now selling at 22-25 q/kile.","wheat",1,"kile",22,"ops",25,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1878-01-01,1878-04-01,1878-06-01,1878-06-24,2000-06-25,2000-06-01,23.5,-17.270727340473,-19.6441993464052,-17.2435519723338,-43.9786286379105,-44.0016836095124,-42.3221617595901
1878-10-27,"","Damascus","8F9C3206-8CA4-48AF-B0F3-CF03550339DF","prices of wheat rising to 35 q/kile","wheat",1,"kile",35,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1878-01-01,1878-10-01,1878-10-01,1878-10-21,2000-10-26,2000-10-01,35,-4.270727340473,NA,-5.74355197233378,-10.8750910148576,NA,-14.0968366632193
1879-01-01,"P1Y","Damascus","543C5899-F610-42AB-B2EC-5D4103B04CBB","1879/80: wheat at Ps 70 to 80","wheat",1,"kile",70,"ops",80,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1879-01-01,1879-01-01,1879-01-01,1878-12-30,2000-01-01,2000-01-01,75,30.729272659527,35.3558006535948,34.2564480276662,78.2498179702848,79.1946124495603,84.0782071502443
1879-01-01,"P1Y","Damascus","80BD00F6-C602-4668-9897-E4C7DAC0D5F6","a cift of wheat cost Ps 75","wheat",1,"kile",75,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1879-01-01,1879-01-01,1879-01-01,1878-12-30,2000-01-01,2000-01-01,75,35.729272659527,NA,34.2564480276662,90.9819478253052,NA,84.0782071502443
1879-01-01,"P1Y","Urfa","D6A74096-F6DA-48D9-8D3A-429CDE127456","that is eight times the normal price","wheat",1,"kile",50,"ops",NA,"",NA,NA,NA,NA,1879-01-01,1879-01-01,1879-01-01,1878-12-30,2000-01-01,2000-01-01,50,10.729272659527,NA,9.25644802766622,27.3212985502034,NA,22.7188047668295
1879-04-15,"","Damascus","66F285EE-853B-4C72-92D3-F777D1DCAC1E","falling prices; which some deem to reach 27p/kile","wheat",1,"kile",27,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1879-01-01,1879-04-01,1879-04-01,1879-04-14,2000-04-14,2000-04-01,27,-12.270727340473,NA,-13.7435519723338,-31.2464987828901,NA,-33.7318454259121
1879-07-01,"","Damascus","64766D99-EACA-4CDD-ADB5-BE0750C74B5D","attained 40 pias. during the summer","wheat",1,"kile",40,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1879-01-01,1879-07-01,1879-07-01,1879-06-30,2000-06-30,2000-06-01,40,0.729272659526998,NA,-0.743551972333776,1.85703884016276,NA,-1.82495618653639
1879-11-16,"","Beirut","F52DEC97-4A89-4C15-82A4-7250DB0DF836","price of grainPs 40","wheat",1,"kile",40,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1879-01-01,1879-10-01,1879-11-01,1879-11-10,2000-11-15,2000-11-01,40,0.729272659526998,NA,-0.743551972333776,1.85703884016276,NA,-1.82495618653639
1879-12-01,"","Damascus","64766D99-EACA-4CDD-ADB5-BE0750C74B5D","50 pias. towards the close of the year","wheat",1,"kile",50,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1879-01-01,1879-10-01,1879-12-01,1879-12-01,2000-11-30,2000-11-01,50,10.729272659527,NA,9.25644802766622,27.3212985502034,NA,22.7188047668295
1879-12-25,"","Damascus","64A41DF3-5C6F-47B3-BC82-172910BCEE94","price for a kile of wheat did not fall below Ps 40","wheat",1,"kile",40,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1879-01-01,1879-10-01,1879-12-01,1879-12-22,2000-12-24,2000-12-01,40,0.729272659526998,NA,-0.743551972333776,1.85703884016276,NA,-1.82495618653639
1880-01-01,"P1Y","Damascus","543C5899-F610-42AB-B2EC-5D4103B04CBB","1880: wheat at Ps 35","wheat",1,"kile",35,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1880-01-01,1880-01-01,1880-01-01,1879-12-29,2000-01-01,2000-01-01,35,-4.270727340473,NA,-5.74355197233378,-10.8750910148576,NA,-14.0968366632193
1880-01-01,"P1Y","Damascus","64766D99-EACA-4CDD-ADB5-BE0750C74B5D","from 30 pias. the kilé (28s. 6d. the quarter)","wheat",1,"kile",30,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1880-01-01,1880-01-01,1880-01-01,1879-12-29,2000-01-01,2000-01-01,30,-9.270727340473,NA,-10.7435519723338,-23.6072208698779,NA,-26.3687171399023
1880-01-01,"P1Y","Damascus","64766D99-EACA-4CDD-ADB5-BE0750C74B5D","wheat will probably touch 70 pias.","wheat",1,"kile",70,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1880-01-01,1880-01-01,1880-01-01,1879-12-29,2000-01-01,2000-01-01,70,30.729272659527,NA,29.2564480276662,78.2498179702848,NA,71.8063266735613
1880-01-01,"P1Y","Damascus","64766D99-EACA-4CDD-ADB5-BE0750C74B5D","the ordinary price","wheat",1,"kile",23.33333,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1880-01-01,1880-01-01,1880-01-01,1879-12-29,2000-01-01,2000-01-01,23.33333,-15.937397340473,NA,-17.4102219723338,-40.5834024979916,NA,-42.7312326233999
1880-01-31,"","Urfa","D6A74096-F6DA-48D9-8D3A-429CDE127456","At the end of January grain cost 400 q/kile in Urfa","wheat",1,"kile",400,"ops",NA,"",NA,NA,NA,NA,1880-01-01,1880-01-01,1880-01-01,1880-01-26,2000-01-31,2000-01-01,400,360.729272659527,NA,359.256448027666,918.570388401627,NA,881.750438134636
1880-03-01,"","Damascus","64766D99-EACA-4CDD-ADB5-BE0750C74B5D","finally reaching (March; 1880) 62 pias. the kilé; or about 80s. the quarter","wheat",1,"kile",62,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1880-01-01,1880-01-01,1880-03-01,1880-03-01,2000-03-01,2000-03-01,62,22.729272659527,NA,21.2564480276662,57.8784102022523,NA,52.1713179108686
1880-03-10,"","Beirut","F52DEC97-4A89-4C15-82A4-7250DB0DF836","price of grain 60","wheat",1,"kile",60,"ops",NA,"",33.88894,35.49442,"en","https://www.geonames.org/276781",1880-01-01,1880-01-01,1880-03-01,1880-03-08,2000-03-10,2000-03-01,60,20.729272659527,NA,19.2564480276662,52.7855582602441,NA,47.2625657201954
1880-03-16,"","Damascus","F52DEC97-4A89-4C15-82A4-7250DB0DF836","Now it reached Ps 70","wheat",1,"kile",70,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1880-01-01,1880-01-01,1880-03-01,1880-03-15,2000-03-16,2000-03-01,70,30.729272659527,NA,29.2564480276662,78.2498179702848,NA,71.8063266735613
1880-03-30,"","Hazru","D6A74096-F6DA-48D9-8D3A-429CDE127456","AT the end of March wheat at 55 q/kile at Hazru","wheat",1,"kile",55,"ops",NA,"",NA,NA,NA,NA,1880-01-01,1880-01-01,1880-03-01,1880-03-29,2000-03-30,2000-03-01,55,15.729272659527,NA,14.2564480276662,40.0534284052238,NA,34.9906852435125
1880-04-03,"","Mardin","D6A74096-F6DA-48D9-8D3A-429CDE127456","At Mardin the price of grain is about 700 q/kile","wheat",1,"kile",700,"ops",NA,"",NA,NA,NA,NA,1880-01-01,1880-04-01,1880-04-01,1880-03-29,2000-04-03,2000-04-01,700,660.729272659527,NA,659.256448027666,1682.49817970285,NA,1618.06326673561
1880-06-01,"","Damascus","543C5899-F610-42AB-B2EC-5D4103B04CBB","wheat at 20 pias. per kilé","wheat",1,"kile",20,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1880-01-01,1880-04-01,1880-06-01,1880-05-31,2000-06-01,2000-06-01,20,-19.270727340473,NA,-20.7435519723338,-49.0714805799186,NA,-50.9124780932682
1881-01-01,"P1Y","Damascus","543C5899-F610-42AB-B2EC-5D4103B04CBB","1881: wheat at Ps 29","wheat",1,"kile",29,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1881-01-01,1881-01-01,1881-01-01,1880-12-27,2000-01-01,2000-01-01,29,-10.270727340473,NA,-11.7435519723338,-26.153646840882,NA,-28.8230932352389
1882-01-01,"","Damascus","9336257C-4957-4320-A84E-E68BCC1F5357","At the opening of the year the kilé; or bushel; cost 23 pias.","wheat",1,"kile",23,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1882-01-01,1882-01-01,1882-01-01,1881-12-26,2000-01-01,2000-01-01,23,-16.270727340473,NA,-17.7435519723338,-41.4322026669064,NA,-43.5493498072584
1882-03-01,"","Damascus","9336257C-4957-4320-A84E-E68BCC1F5357","afterwards the price went down to 17 pias.","wheat",1,"kile",17,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1882-01-01,1882-01-01,1882-03-01,1882-02-27,2000-02-29,2000-02-01,17,-22.270727340473,NA,-23.7435519723338,-56.7107584929308,NA,-58.275606379278
1882-03-03,"","Damascus","594B424D-913E-4CB6-852C-3B08151ACBDE","price of cereals dropped to Ps 25 for a kile of wheat","wheat",1,"kile",25,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1882-01-01,1882-01-01,1882-03-01,1882-02-27,2000-03-02,2000-03-01,25,-14.270727340473,NA,-15.7435519723338,-36.3393507248983,NA,-38.6405976165852
1882-11-16,"","Damascus","9FC6A354-DB60-426A-BA43-EB00A3EFE304","best quality wheat at Ps 23/ kile","wheat",1,"kile",23,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1882-01-01,1882-10-01,1882-11-01,1882-11-13,2000-11-15,2000-11-01,23,-16.270727340473,NA,-17.7435519723338,-41.4322026669064,NA,-43.5493498072584
1883-03-31,"","Damascus","B4D15470-252C-4AE3-97F6-4E19863891F0","a kile of wheat is worth P. 20 to 2[x]","wheat",1,"kile",20,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1883-01-01,1883-01-01,1883-03-01,1883-03-26,2000-03-30,2000-03-01,20,-19.270727340473,NA,-20.7435519723338,-49.0714805799186,NA,-50.9124780932682
1883-09-20,"","Damascus","EFF7D929-76CE-40FC-8F50-FDF8A58F14E6","price of wheat is low for lacking demand from Acre; currently below Ps 23 /kile","wheat",1,"kile",23,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1883-01-01,1883-07-01,1883-09-01,1883-09-17,2000-09-19,2000-09-01,23,-16.270727340473,NA,-17.7435519723338,-41.4322026669064,NA,-43.5493498072584
1883-09-29,"","Damascus","54226C02-7A7F-4F29-A998-13403CF5209E","wheat at Ps 20-24/ kile","wheat",1,"kile",20,"ops",24,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1883-01-01,1883-07-01,1883-09-01,1883-09-24,2000-09-28,2000-09-01,22,-19.270727340473,-20.6441993464052,-18.7435519723338,-49.0714805799186,-46.2416162651319,-46.003725902595
1883-11-22,"","Damascus","06429377-C07F-418A-981C-EDF33EB7FA18","Price of wheat at Ps 17 to 24/kile","wheat",1,"kile",17,"ops",24,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1883-01-01,1883-10-01,1883-11-01,1883-11-19,2000-11-21,2000-11-01,20.5,-22.270727340473,-20.6441993464052,-20.2435519723338,-56.7107584929308,-46.2416162651319,-49.6852900455999
1883-12-08,"","Damascus","473068A4-500E-47CC-8412-6B1EBECC0535","not more than Ps 22/ kile of wheat","wheat",1,"kile",22,"ops",NA,"",33.5102,36.29128,"en","https://www.geonames.org/170654",1883-01-01,1883-10-01,1883-12-01,1883-12-03,2000-12-07,2000-12-01,22,-17.270727340473,NA,-18.7435519723338,-43.9786286379105,NA,-46.003725902595
