date, source-uuid, orig-data, commodity-1, quantity-1, unit-1, commodity-2, quantity-2, unit-2,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,good bread made from soft flour | raṭl | 4"20 |,bread,0.9999999999999999,kg,currency,1.753777441745359,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,dry sliced bread from soft four | raṭl | 4"05 |,bread,0.9999999999999999,kg,currency,1.6095779632018519,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,dry round bread from soft flour | raṭl | 4 |,bread,0.9999999999999999,kg,currency,1.5589132815514304,ops,
1915-12-26,699B5AAE-E06F-4F15-8CD4-8748B2BEC143,dry sliced bread from second class flour and flour of lupine | raṭl | 3"20 |,bread,0.9999999999999999,kg,currency,1.461481201454466,ops,
1915-05-15,FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7,dry sliced bread (*al-khubz al-mashrūḥ al-nāshif*) from the soft and poultry variety of flour | 4,bread,0.9999999999999999,kg,currency,1.5589132815514304,ops,
1915-05-15,FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7,dry round bread (*al-khubz al-mukbatal al-nāshif) from the soft and poultry variety of flour | 3"30,bread,0.9999999999999999,kg,currency,1.461481201454466,ops,
1915-05-15,FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7,dry sliced bread from second grade flour | 3"25,bread,0.9999999999999999,kg,currency,1.4225083694156802,ops,
1915-05-15,FCFA7DC1-252F-4A8E-B517-351ADD5D5EE7,dry sliced bread from flour of lupine | 3"15,bread,0.9999999999999999,kg,currency,1.3172817229109586,ops,
1915-07-31,BD075ACF-87C2-4663-891C-4DC1868C197C,dry sliced bread (*al-khubz al-mashrūḥ al-nāshif*) from the soft and poultry variety of flour | 3"30,bread,0.9999999999999999,kg,currency,1.461481201454466,ops,
1915-07-31,BD075ACF-87C2-4663-891C-4DC1868C197C,dry round bread (*al-khubz al-mukbatal al-nāshif) from the soft and poultry variety of flour | 3"20,bread,0.9999999999999999,kg,currency,1.3640491213575017,ops,
1915-07-31,BD075ACF-87C2-4663-891C-4DC1868C197C,dry sliced bread from second grade flour | 3"15,bread,0.9999999999999999,kg,currency,1.3172817229109586,ops,
1915-07-31,BD075ACF-87C2-4663-891C-4DC1868C197C,dry sliced bread from flour of lupine | 3"5,bread,0.9999999999999999,kg,currency,1.2198496428139942,ops,
