date, source-uuid, orig-data, commodity-1, quantity-1, unit-1, commodity-2, quantity-2, unit-2, commodity-3, quantity-3, unit-3,commodity-4, quantity-4, unit-4,
1863-12-03,AF42DC0E-CD62-433C-BE21-C35BA126BB2E,"al-ʿAṣr al-Jadīd"" (the new age) by Khalīl al-Khūrī. available at the printing press of Ḥadīqat al-Akhbār for Ps 20 per copy,book,1,volume,currency,20,ops,
1863-12-03,AF42DC0E-CD62-433C-BE21-C35BA126BB2E,"al-nashāʾid al-fuʾādiyya" by Khalīl al-Khūrī; which contains a biography of Fuʾād Pasha; the Grand Vizier; sells for Ps 10 per copy,book,1,volume,currency,10,ops,
1863-12-31,0E9D5166-73E1-4362-837A-08CD42AD61E0,Beirut; Mount Lebanon; Mosul; and Baghdad: Ps 120 per year,newspaper,1,year,currency,120,ops,
1863-12-31,0E9D5166-73E1-4362-837A-08CD42AD61E0,Damascus; Aleppo; Constantinople; Egypt; and all costal areas: Ps 144 per year,newspaper,1,year,currency,144,ops,
1863-12-31,0E9D5166-73E1-4362-837A-08CD42AD61E0,Gaza; Nablus; Jerusalem; Hama; Homs: Ps 168 per year,newspaper,1,year,currency,168,ops,
1863-12-31,0E9D5166-73E1-4362-837A-08CD42AD61E0,Adana; Yirbā [Europe]; Western countries; India; and China: Ps 192 per year,newspaper,1,year,currency,192,ops,
1864-01-21,6F95A4D2-531D-4E74-B6CF-03D916A457E4,This part of about 100 quires (*karās*) sells for Ps 25,book,1,quire,currency,0.25,ops,
1870-07-03,543FC9F6-DF66-4D73-B9A8-DFFC6105A769,in Beirut: Ps 50 per year,newspaper,1,year,currency,50,ops,
1870-07-03,543FC9F6-DF66-4D73-B9A8-DFFC6105A769,outside: Ps 60 per year; due to postage fees,newspaper,1,year,currency,60,ops,
1871-01-07,1DC62F63-5DFA-4D19-BFEB-DC56CF70CC6E,in Beirut: Ps 50 per year,newspaper,1,year,currency,50,ops,
1871-01-07,1DC62F63-5DFA-4D19-BFEB-DC56CF70CC6E,outside: Ps 60 per year; due to postage fees,newspaper,1,year,currency,60,ops,
1871-12-02,1660D51F-BA72-4034-A7F5-E9374A9ACD1D,in Beirut: Ps 50 per year,newspaper,1,year,currency,50,ops,
1871-12-02,1660D51F-BA72-4034-A7F5-E9374A9ACD1D,outside: Ps 65 per year; due to postage fees,newspaper,1,year,currency,65,ops,
1871-12-02,1660D51F-BA72-4034-A7F5-E9374A9ACD1D,Ps 1 for a single copy,newspaper,1,issue,currency,1,ops,
1871-12-02,1660D51F-BA72-4034-A7F5-E9374A9ACD1D,for each line on the back page: Ps 1,currency,1,ops,
1871-04-01,CF004581-872F-4BC2-8F50-DB726FDEB617,in Beirut: Ps 50 per year,newspaper,1,year,currency,50,ops,
1871-04-01,CF004581-872F-4BC2-8F50-DB726FDEB617,outside: Ps 60 per year; due to postage fees,newspaper,1,year,currency,60,ops,
1872-01-01,FCD066AB-6383-4D9D-B201-2E0A183ED4F9,The average wages of the Damascene artizan or handicraftsman are from 2s. to 2s. 6d. a day; according to the importance of the occupation in which he is engaged,labor,1,day,currency,0.1,gbp,currency,0.13,gbp,
1872-01-01,FCD066AB-6383-4D9D-B201-2E0A183ED4F9,the assistants or labourers in the various trades I have mentioned. Their wages are from 1s. to 1s. 6d. per diem,labor,1,day,currency,0.05,gbp,currency,0.08,gbp,
1872-01-02,6FCC585B-5C93-47B0-8C13-FB297FA0D1BE,in Beirut: Ps 50 per year,newspaper,1,year,currency,50,ops,
1872-01-02,6FCC585B-5C93-47B0-8C13-FB297FA0D1BE,outside: Ps 65 per year; due to postage fees,newspaper,1,year,currency,65,ops,
1872-01-02,6FCC585B-5C93-47B0-8C13-FB297FA0D1BE,Ps 1 for a single copy,newspaper,1,issue,currency,1,ops,
1872-01-02,6FCC585B-5C93-47B0-8C13-FB297FA0D1BE,for each line on the back page: Ps 1,currency,1,ops,
1873-01-04,92D3F750-B80A-423F-B112-1473BFD6D8D5,in Beirut: Ps 50 per year,newspaper,1,year,currency,50,ops,
1873-01-04,92D3F750-B80A-423F-B112-1473BFD6D8D5,outside: Ps 65 per year; due to postage fees,newspaper,1,year,currency,65,ops,
1873-01-04,92D3F750-B80A-423F-B112-1473BFD6D8D5,Ps 1 for a single copy,newspaper,1,issue,currency,1,ops,
1873-01-04,92D3F750-B80A-423F-B112-1473BFD6D8D5,for each line on the back page: Ps 1,currency,1,ops,
1874-01-02,B9F98FAB-7CFA-4397-9E84-A1DC73E0D301,in Beirut: Ps 50 per year,newspaper,1,year,currency,50,ops,
1874-01-02,B9F98FAB-7CFA-4397-9E84-A1DC73E0D301,outside: Ps 65 per year; due to postage fees,newspaper,1,year,currency,65,ops,
1874-01-02,B9F98FAB-7CFA-4397-9E84-A1DC73E0D301,Ps 1 for a single copy,newspaper,1,issue,currency,1,ops,
1874-01-02,B9F98FAB-7CFA-4397-9E84-A1DC73E0D301,for each line on the back page: Ps 1,currency,1,ops,
1874-12-31,4CBE297D-E75A-4DB0-91FF-6E0EFF11AAE9,in Beirut: Ps 50 per year,newspaper,1,year,currency,50,ops,
1874-12-31,4CBE297D-E75A-4DB0-91FF-6E0EFF11AAE9,outside: Ps 65 per year; due to postage fees,newspaper,1,year,currency,65,ops,
1874-12-31,4CBE297D-E75A-4DB0-91FF-6E0EFF11AAE9,Ps 1 for a single copy,newspaper,1,issue,currency,1,ops,
1874-12-31,4CBE297D-E75A-4DB0-91FF-6E0EFF11AAE9,for each line on the back page: Ps 1,currency,1,ops,
1875-06-22,A2E3DF65-2838-4C52-8335-8F3073D2C0CA,Beirut and Lebanon: 12 Frcs per year,newspaper,1,year,currency,12,frc,
1875-06-22,A2E3DF65-2838-4C52-8335-8F3073D2C0CA,Beirut and Lebanon: 8 Frcs per 6 months,newspaper,1,month,currency,1.3333333333333333,frc,
1875-06-22,A2E3DF65-2838-4C52-8335-8F3073D2C0CA,Rest of the Ottoman Empire (including shipping): 15 Frcs per year,newspaper,1,year,currency,15,frc,
1875-06-22,A2E3DF65-2838-4C52-8335-8F3073D2C0CA,Rest of the Ottoman Empire (including shipping): 9 Frcs per 6 months,newspaper,1,month,currency,1.5,frc,
1875-06-22,A2E3DF65-2838-4C52-8335-8F3073D2C0CA,other places (including shipping): 18 Frcs per year,newspaper,1,year,currency,18,frc,
1875-06-22,A2E3DF65-2838-4C52-8335-8F3073D2C0CA,Ps 1.5 per copy,newspaper,1,issue,currency,1.5,ops,
1877-10-18,3EA28517-244F-4A09-86BE-0EA7E27B8443,price per copy: Ps 1,newspaper,1,issue,currency,1,ops,
1877-10-18,3EA28517-244F-4A09-86BE-0EA7E27B8443,In Beirut and Lebanon for a year: 14 Frcs,newspaper,1,year,currency,14,frc,
1877-10-18,3EA28517-244F-4A09-86BE-0EA7E27B8443,All other locations for a year: 18 Frcs,newspaper,1,year,currency,18,frc,
1877-10-18,E3B44645-F210-4D6E-92FA-136A064A1F9E,the kile (cift) of wheat now costs between Ps 35 and Ps 42,wheat,1,kile,currency,35,ops,currency,42,ops,
1877-11-08,1393EF7D-44FF-4C64-9793-6B31169A1D89,a special tax of Para 30 is levied in Beirut on the Okka of meat,meat,0.9999999999999999,kg,currency,0.5845924805817864,ops,
1877-12-10,4611EC41-2350-4E91-81A0-B27D3287CCD2,subsidises every raṭl of meat with 1;5 q,meat,0.9999999999999999,kg,currency,0.5845924805817864,ops,
1877-12-17,7D851B0E-E902-4C28-BF80-819206920120,42 q per kile for high qualities,wheat,1,kile,currency,42,ops,
1877-12-17,7D851B0E-E902-4C28-BF80-819206920120,40 for inferior ones,wheat,1,kile,currency,40,ops,
1877-12-06,A9818BC2-831C-4278-81C8-2131D128CEF2,price of wheat rising to 48 q per kile although the majlis al-baladiyya tried to set a limit at 40,wheat,1,kile,currency,48,ops,currency,40,ops,
1877-02-29,9B57B2F2-8C54-4263-81A3-72574925A35D,demand for wheat caused the price to rise some Ps 2 per kile,wheat,1,kile,currency,2,ops,
1878-01-18,08F68CC6-491E-4006-B3AE-6FD88A066BE9,ṭabba of wheat (qamaḥ) is sold at a price of Ps 36 to Ps 40,wheat,1,tabba,currency,36,ops,currency,40,ops,
1878-01-18,08F68CC6-491E-4006-B3AE-6FD88A066BE9,the weight of the ṭabba there is 7 to 7;5 raṭl,wheat,1,tabba,wheat,17.96123,kg,wheat,19.244175,kg,
1878-01-18,08F68CC6-491E-4006-B3AE-6FD88A066BE9,7 to 7;5 raṭl,wheat,17.96123,kg,wheat,19.244175,kg,
1878-01-18,08F68CC6-491E-4006-B3AE-6FD88A066BE9,ṭabba of dhurra is sold at a price of Ps 25 to Ps 26,dhurra,1,tabba,currency,25,ops,currency,26,ops,
1878-01-18,08F68CC6-491E-4006-B3AE-6FD88A066BE9,ṭabba of barley is sold at a price Ps 20 to Ps 21,barley,1,tabba,currency,20,ops,currency,21,ops,
1878-01-18,08F68CC6-491E-4006-B3AE-6FD88A066BE9,a raṭl of flour is sold at Ps 6 ½ to Ps 7 ½,flour,0.9999999999999999,kg,currency,2.533234082521074,ops,currency,2.922962402908932,ops,
1878-01-18,D14CCB99-8811-409C-A937-AF80690351AF,Ps 36-40 for the ṭabba of flour; which equals some 7-7;5 raṭl.,flour,1,tabba,flour,17.96123,kg,flour,19.244175,kg,currency,36,ops,currency,40,ops,
1878-01-18,D14CCB99-8811-409C-A937-AF80690351AF,The ṭabba of corn is Ps 25-26,corn,1,tabba,currency,25,ops,currency,26,ops,
1878-01-18,D14CCB99-8811-409C-A937-AF80690351AF,ṭabba of barley at Ps 20-21,barley,1,tabba,currency,20,ops,currency,21,ops,
1878-01-18,D14CCB99-8811-409C-A937-AF80690351AF,The raṭl of flour baladī costs Ps 6;5-7;5,flour,0.9999999999999999,kg,currency,2.533234082521074,ops,currency,2.922962402908932,ops,
1878-10-17,04E49609-CA9D-4187-8C64-05C81D64A72D,In Beirut and Lebanon for a year: 14 Frcs,newspaper,1,year,currency,14,frc,
1878-10-17,04E49609-CA9D-4187-8C64-05C81D64A72D,All other locations for a year: 18 Frcs,newspaper,1,year,currency,18,frc,
1878-10-17,04E49609-CA9D-4187-8C64-05C81D64A72D,price per copy: Ps 1,newspaper,1,issue,currency,1,ops,
1878-10-28,008C4903-5AAE-46A8-93ED-BFB9DDE8B095,the officials of the lamps collect from each shop or warehouse Ps 5 per mensem as a tax for the majlis al-baladiyya,tax,1,month,currency,5,ops,
1878-10-31,8F9C3206-8CA4-48AF-B0F3-CF03550339DF,prices of wheat rising to 35 q/kile,wheat,1,kile,currency,35,ops,
1878-11-18,BB413E10-91C7-4EBD-A792-990BC6954386,Beirut and Lebanon: 12 Frcs per year,newspaper,1,year,currency,12,frc,
1878-11-18,BB413E10-91C7-4EBD-A792-990BC6954386,Beirut and Lebanon: 8 Frcs per 6 months,newspaper,1,month,currency,1.3333333333333333,frc,
1878-11-18,BB413E10-91C7-4EBD-A792-990BC6954386,Rest of the Ottoman Empire (including shipping): 15 Frcs per year,newspaper,1,year,currency,15,frc,
1878-11-18,BB413E10-91C7-4EBD-A792-990BC6954386,Rest of the Ottoman Empire (including shipping): 9 Frcs per 6 months,newspaper,1,month,currency,1.5,frc,
1878-11-18,BB413E10-91C7-4EBD-A792-990BC6954386,other places (including shipping): 18 Frcs per year,newspaper,1,year,currency,18,frc,
1878-11-18,BB413E10-91C7-4EBD-A792-990BC6954386,other places (including shipping): 11 Frcs per 6 months,newspaper,1,month,currency,1.8333333333333333,frc,
1878-11-18,BB413E10-91C7-4EBD-A792-990BC6954386,An addition 6 Frcs for shipping per 6 months is charged for subscriptions from India,newspaper,1,month,currency,1,frc,
1878-11-18,BB413E10-91C7-4EBD-A792-990BC6954386,Ps 1 per copy,newspaper,1,issue,currency,1,ops,
1878-12-02,F5A3DBF5-4221-4E60-B5FA-FA9495EFCA54,the ḍabṭiyya are excused for being corrupt as they have to make a living from only Ps 50/week,labor,1,week,currency,50,ops,
1878-12-02,F5A3DBF5-4221-4E60-B5FA-FA9495EFCA54,higher ranking officials sit in their offices smoking with wages of Ps 350,labor,1,week,currency,350,ops,
1878-12-23,62DF86A0-29CE-4FB6-BCA6-C2DB43D0053C,a raṭl of meat for 60 para,meat,0.9999999999999999,kg,currency,0.5845924805817864,ops,
1878-12-23,9829787F-DA82-4E16-85D4-3F237811E84F,1 Mecidiye = Ps 22"30,currency,20,ops,currency,22.75,ops,
1878-12-23,9829787F-DA82-4E16-85D4-3F237811E84F,after it had been at 24 [24"20],currency,24.5,ops,currency,20,ops,
1878-02-11,B496B63D-3626-4B70-9226-22FE8CF89769,price of wheat rising to 44-45 q/kile,wheat,1,kile,currency,44,ops,currency,45,ops,
1878-02-11,B496B63D-3626-4B70-9226-22FE8CF89769,order to the bawāʾikī to sell it for not more than 40,wheat,1,kile,currency,40,ops,
1878-02-14,C31ABC45-D5A9-4B3E-BF1F-9ECC46C400E9,Ottoman constitution (al-qānūn al-asāsī) at the price Ps 1"20,book,1,item,currency,1.5,ops,
1878-03-21,3071F990-9817-47F7-BE6C-B7946865EFBC,the raṭl of bread; the black quality of which is sold at Ps3,bread,0.9999999999999999,kg,currency,1.1691849611635727,ops,
1878-03-21,3071F990-9817-47F7-BE6C-B7946865EFBC,the goal of obtaining a Ps1 subsidy for every raṭl of bread,bread,0.9999999999999999,kg,currency,0.3897283203878576,ops,
1878-04-24,97477662-C07F-413F-8F0F-0D3708144F1B,4 months ago wheat cost 40 q/cift and less,wheat,1,kile,currency,40,ops,
1878-04-24,97477662-C07F-413F-8F0F-0D3708144F1B,one and a half months ago it sold at 60,wheat,1,kile,currency,60,ops,
1878-04-24,97477662-C07F-413F-8F0F-0D3708144F1B,until it reached 70,wheat,1,kile,currency,70,ops,
1878-05-13,3EED1AF4-DF36-4481-AD6C-44C8B9C2D41C,wheat at 35 q/kile;,wheat,1,kile,currency,35,ops,
1878-05-13,3EED1AF4-DF36-4481-AD6C-44C8B9C2D41C,an okka of meat at 2q with bones,meat,0.9999999999999999,kg,currency,1.5589132815514304,ops,
1878-05-13,3EED1AF4-DF36-4481-AD6C-44C8B9C2D41C,3q without bones,meat,0.9999999999999999,kg,currency,2.3383699223271455,ops,
1878-05-16,A2B66BE9-03B9-4254-8B50-4ADE7553AEE2,okka of silk cocoons from Syria rose from Ps 19 to Ps 23,silk,0.9999999999999999,kg,currency,14.80967617473859,ops,currency,17.92750273784145,ops,
1878-05-16,A2B66BE9-03B9-4254-8B50-4ADE7553AEE2,the kg at Frcs 66,silk,1,kg,currency,66,frc,
1878-06-24,65328C7C-8E54-482B-9217-416ED0553D85,the madd of barley sells now at 4 q,barley,1,kile,currency,8,ops,
1878-06-06,43421377-357F-48FC-8DF4-7037A6EB03F1,the new wheat is sold at 42 q/kile in Damascus,wheat,1,kile,currency,42,ops,
1878-07-01,C198D4BC-B71A-472F-8FF7-FD614A63D96B,grain (ḥubūb) now selling at 22-25 q/kile.,wheat,1,kile,currency,22,ops,currency,25,ops,
1879-01-20,1B1E4974-5C43-49CE-953C-CAAFAFC1E6CC,a tax of Ps 0"30 (30 Para) being levied on every okka of meat to pay for the iʿāne of the refugees,meat,0.9999999999999999,kg,currency,0.5845924805817864,ops,
1879-01-20,1B1E4974-5C43-49CE-953C-CAAFAFC1E6CC,no poor can afford the okka of meat at Ps 3,meat,0.9999999999999999,kg,currency,2.3383699223271455,ops,
1879-01-20,1B1E4974-5C43-49CE-953C-CAAFAFC1E6CC,sheep on the expense of the municipality and sell them at the former price of 55 para [Ps 1"15],meat,0.9999999999999999,kg,currency,1.075650164270487,ops,
1879-04-15,66F285EE-853B-4C72-92D3-F777D1DCAC1E,falling prices; which some deem to reach 27p/kile,wheat,1,kile,currency,27,ops,
1879-04-07,C96468B3-DB66-4675-A1D3-F436D8004757,the ḍabṭiyya will not serve the state for the salary of Ps 120,labor,1,month,currency,120,ops,
1879-08-14,1EA12314-7E4D-4071-84E7-B6AD3F39EF3F,meat; whose price is now 35 para per Okka / ūqiyya,meat,0.9999999999999999,kg,currency,0.6859218438826293,ops,
1880-01-02,64A41DF3-5C6F-47B3-BC82-172910BCEE94,price for a kile of wheat did not fall below Ps 40,wheat,1,kile,currency,40,ops,
1880-01-05,6B3C1B37-497E-457B-B4D7-45EA180A9A83,in Beirut: Ps 100 per year,newspaper,1,year,currency,100,ops,
1880-01-05,6B3C1B37-497E-457B-B4D7-45EA180A9A83,in Lebanon and other locations: Ps 120 per year,newspaper,1,year,currency,120,ops,
1880-01-05,6B3C1B37-497E-457B-B4D7-45EA180A9A83,Ps 1;5 per copy,newspaper,1,issue,currency,1.5,ops,
1880-12-30,D966B085-F20D-47C4-A340-3F8200B8BBA7,in Beirut: Ps 80 per year,newspaper,1,year,currency,80,ops,
1880-12-30,D966B085-F20D-47C4-A340-3F8200B8BBA7,in Lebanon and other locations: Ps 100 per year,newspaper,1,year,currency,100,ops,
1880-12-30,D966B085-F20D-47C4-A340-3F8200B8BBA7,Ps 1;5 per copy,newspaper,1,issue,currency,1.5,ops,
1880-03-26,F52DEC97-4A89-4C15-82A4-7250DB0DF836,steep rise in the price of grain from Ps 40 and less per cift to 60 within the past 4 months,wheat,1,kile,currency,40,ops,currency,60,ops,
1880-03-26,F52DEC97-4A89-4C15-82A4-7250DB0DF836,Now it reached Ps 70,wheat,1,kile,currency,70,ops,
1880-04-03,D6A74096-F6DA-48D9-8D3A-429CDE127456,At the end of January grain cost 400 q/kile in Urfa,wheat,1,kile,currency,400,ops,
1880-04-03,D6A74096-F6DA-48D9-8D3A-429CDE127456,AT the end of March wheat at 55 q/kile at Hazru,wheat,1,kile,currency,55,ops,
1880-04-03,D6A74096-F6DA-48D9-8D3A-429CDE127456,At Mardin the price of grain is about 700 q/kile,wheat,1,kile,currency,700,ops,
1880-05-31,9F2EE388-8F36-49BB-89FD-DA807DC37828,the currently low price of tobacco (3-10 piasters per okka),tobacco,0.9999999999999999,kg,currency,2.533234082521074,ops,
1880-06-01,64766D99-EACA-4CDD-ADB5-BE0750C74B5D,from 30 pias. the kilé (28s. 6d. the quarter),wheat,1,kile,currency,30,ops,
1880-06-01,64766D99-EACA-4CDD-ADB5-BE0750C74B5D,attained 40 pias. during the summer,wheat,1,kile,currency,40,ops,
1880-06-01,64766D99-EACA-4CDD-ADB5-BE0750C74B5D,50 pias. towards the close of the year,wheat,1,kile,currency,50,ops,
1880-06-01,64766D99-EACA-4CDD-ADB5-BE0750C74B5D,finally reaching (March; 1880) 62 pias. the kilé; or about 80s. the quarter,wheat,1,kile,currency,62,ops,
1880-06-01,64766D99-EACA-4CDD-ADB5-BE0750C74B5D,wheat will probably touch 70 pias.,wheat,1,kile,currency,70,ops,
1881-07-01,543C5899-F610-42AB-B2EC-5D4103B04CBB,1879/80: wheat at Ps 70 to 80,wheat,1,kile,currency,70,ops,currency,80,ops,
1881-07-01,543C5899-F610-42AB-B2EC-5D4103B04CBB,1880: wheat at Ps 35,wheat,1,kile,currency,35,ops,
1881-07-01,543C5899-F610-42AB-B2EC-5D4103B04CBB,1881: wheat at Ps 29,wheat,1,kile,currency,29,ops,
1881-07-01,543C5899-F610-42AB-B2EC-5D4103B04CBB,wheat at 20 pias. per kilé,wheat,1,kile,currency,20,ops,
1882-01-30,8BE1387C-EEB1-4AF2-A0B1-89A1E5492846,Ps 1.5 per copy,newspaper,1,issue,currency,1.5,ops,
1882-01-30,8BE1387C-EEB1-4AF2-A0B1-89A1E5492846,Beirut and Lebanon: 12 Frcs per year,newspaper,1,year,currency,12,frc,
1882-01-30,8BE1387C-EEB1-4AF2-A0B1-89A1E5492846,Beirut and Lebanon: 8 Frcs per 6 months,newspaper,1,month,currency,1.3333333333333333,frc,
1882-01-30,8BE1387C-EEB1-4AF2-A0B1-89A1E5492846,Rest of the Ottoman Empire (including shipping): 15 Frcs per year,newspaper,1,year,currency,15,frc,
1882-01-30,8BE1387C-EEB1-4AF2-A0B1-89A1E5492846,Rest of the Ottoman Empire (including shipping): 9 Frcs per 6 months,newspaper,1,month,currency,1.5,frc,
1882-01-30,8BE1387C-EEB1-4AF2-A0B1-89A1E5492846,other places (including shipping): 18 Frcs per year,newspaper,1,year,currency,18,frc,
1882-01-30,8BE1387C-EEB1-4AF2-A0B1-89A1E5492846,other places (including shipping): 11 Frcs per 6 months,newspaper,1,month,currency,1.8333333333333333,frc,
1882-01-30,8BE1387C-EEB1-4AF2-A0B1-89A1E5492846,An addition 6 Frcs for shipping per 6 months is charged for subscriptions from India,newspaper,1,month,currency,1,frc,
1882-11-16,9FC6A354-DB60-426A-BA43-EB00A3EFE304,best quality wheat at Ps 23/ kile,wheat,1,kile,currency,23,ops,
1882-03-09,594B424D-913E-4CB6-852C-3B08151ACBDE,price of cereals dropped to Ps 25 for a kile of wheat,wheat,1,kile,currency,25,ops,
1882-03-09,97F8363C-6738-499A-874F-FAA68D021F8C,best flour is currently sold at Ps 26 for the jift / çift,flour,1,kile,currency,26,ops,
1882-04-06,F2A64A55-65D0-4332-BA55-E923A837165D,price for a cift of flour fell from 41 to 34,flour,1,kile,currency,41,ops,currency,34,ops,
1883-01-01,9336257C-4957-4320-A84E-E68BCC1F5357,At the opening of the year the kilé; or bushel; cost 23 pias.; and afterwards the price went down to 17 pias.,wheat,1,kile,currency,23,ops,currency,17,ops,
1883-01-01,9336257C-4957-4320-A84E-E68BCC1F5357,Barley likewise fell in price; diminishing from 14 pias. to 12 pias. the kilé,barley,1,kile,currency,14,ops,currency,12,ops,
1883-11-22,06429377-C07F-418A-981C-EDF33EB7FA18,Price of wheat at Ps 17 to 24/kile,wheat,1,kile,currency,17,ops,currency,24,ops,
1883-12-10,473068A4-500E-47CC-8412-6B1EBECC0535,not more than Ps 22/ kile of wheat,wheat,1,kile,currency,22,ops,
1883-12-31,806D6639-8550-4E4D-A369-AF52195FC8EB,Wheat at Ps. 15-20 /kile,wheat,1,kile,currency,15,ops,currency,20,ops,
1883-12-31,806D6639-8550-4E4D-A369-AF52195FC8EB,barley at Ps 11-12,barley,1,kile,currency,11,ops,currency,12,ops,
1883-12-31,806D6639-8550-4E4D-A369-AF52195FC8EB,Indian Corn at Ps 12-14,corn,1,kile,currency,12,ops,currency,14,ops,
1883-03-31,B4D15470-252C-4AE3-97F6-4E19863891F0,a kile of wheat is worth P. 20 to 2[x],wheat,1,kile,currency,20,ops,
1883-03-31,B4D15470-252C-4AE3-97F6-4E19863891F0,barley p. 9 to 12,barley,1,kile,currency,9,ops,currency,12,ops,
1883-03-31,B4D15470-252C-4AE3-97F6-4E19863891F0,Indian Corn P.13 to 15,corn,1,kile,currency,13,ops,currency,15,ops,
1883-03-31,B4D15470-252C-4AE3-97F6-4E19863891F0,price of oil rose to P. 9 to 10 per raṭl,olive-oil,0.9999999999999999,kg,currency,3.507554883490718,ops,currency,3.897283203878576,ops,
1883-05-28,7D8930A0-3809-4DCC-AE4F-9FA5E5EB8ABB,Beirut and Lebanon: 14 Frcs per year,newspaper,1,year,currency,14,frc,
1883-05-28,7D8930A0-3809-4DCC-AE4F-9FA5E5EB8ABB,other locations: 18 Frcs per year,newspaper,1,year,currency,18,frc,
1883-05-28,7D8930A0-3809-4DCC-AE4F-9FA5E5EB8ABB,Ps 1 per copy,newspaper,1,issue,currency,1,ops,
1883-09-24,EFF7D929-76CE-40FC-8F50-FDF8A58F14E6,price of wheat is low for lacking demand from Acre; currently below Ps 23 /kile,wheat,1,kile,currency,23,ops,
1883-09-29,54226C02-7A7F-4F29-A998-13403CF5209E,wheat at Ps 20-24/ kile,wheat,1,kile,currency,20,ops,currency,24,ops,
1883-09-29,54226C02-7A7F-4F29-A998-13403CF5209E,barley Ps 12-14,barley,1,kile,currency,12,ops,currency,14,ops,
1883-09-29,54226C02-7A7F-4F29-A998-13403CF5209E,lentils Ps 14-16,lentils,1,kile,currency,14,ops,currency,16,ops,
1883-09-29,54226C02-7A7F-4F29-A998-13403CF5209E,same as Indian Corn [Ps 14-16],corn,1,kile,currency,14,ops,currency,16,ops,
1884-01-31,96710D14-9736-4B34-A644-F90F3B294456,Ps 21 for a kile of 14 raṭl of wheat,wheat,1,kile,currency,21,ops,
1884-03-31,AD049434-631A-433D-B436-D1BBD6AEA30E,wheat at Ps 15-20 kile,wheat,1,kile,currency,15,ops,currency,20,ops,
1884-03-31,AD049434-631A-433D-B436-D1BBD6AEA30E,barley at Ps 11-13/ kill,barley,1,kile,currency,11,ops,currency,13,ops,
1884-03-31,AD049434-631A-433D-B436-D1BBD6AEA30E,Indian corn at Ps 12-14,corn,1,kile,currency,12,ops,currency,14,ops,
1884-03-31,AD049434-631A-433D-B436-D1BBD6AEA30E,flour at Ps 1"20 - 2"5 the raṭl,flour,0.9999999999999999,kg,currency,0.5845924805817864,ops,currency,0.8301213224261367,ops,
1884-09-03,FD26B888-DA30-46E2-A3C8-0626E8410B13,the peasants sell the madd of wheat at Ps 4,wheat,1,kile,currency,8,ops,
1884-09-08,EA13A777-9432-4092-A717-BB1CA3BF5182,Best quality of wheat at Ps 20/ kile,wheat,1,kile,currency,20,ops,
1885-10-29,3C832E75-6EA2-46FE-A7D7-2C7751489A22,price for an okka of meat rose Ps 1 to Ps 5 with bones,meat,0.9999999999999999,kg,currency,3.897283203878576,ops,
1885-10-29,3C832E75-6EA2-46FE-A7D7-2C7751489A22,Ps 6 without bones,meat,0.9999999999999999,kg,currency,4.676739844654291,ops,
1885-11-02,D8E7D15D-F6BF-42A6-9E72-1ECD125DC5E5,the okka of meat will be Ps 5 with bones,meat,0.9999999999999999,kg,currency,3.897283203878576,ops,
